Type,Node,Probability
Source,0390cc12f782259427bdc45a283705f4c20ccbdff064ed43f6b74fefcafe9eb1f7,0.125
Source,020317c4c42bd470ca817c4287108205447e8f59a4f4a9c5fe460226335de516a1,0.125
Source,022d02cb93edec9e72548dc636bcc0a710f82d5d230cf45dd0005a2d4564177192,0.125
Source,02bd47ba332d992252baa32edfe6a50565bc27dd40b3aa4d83509d977ad95e4ff2,0.125
Source,02cabbf55e79f64bcddf18fdb6da82ad351383e61005dff7f3c88e1e10220347f0,0.125
Source,02ee4254004847fa44755d0113aa2cc44e56cc55f305d6f970636a74815173e592,0.125
Source,02fb51afb21c6a80c45b0f097c579a02e02478c7c294a9e6b5baebf45d47376bdd,0.125
Source,02d42537eab2afbc3934a2078d4ca33956915f3d6f7a81420140670575a9b4ae3c,0.125
Destination,022e5fb4aacd3d96555c3b0a9481a2d8b64d20603fb94661eda206f970b956078f,0.5
Destination,03c0adb9a1628dd289ddb16edbd830b16a39136dd58e5dbcbac4b1d674f7a3d11b,0.5

Summary,,
Most Probable Source,0390cc12f782259427bdc45a283705f4c20ccbdff064ed43f6b74fefcafe9eb1f7,
Most Probable Destination,022e5fb4aacd3d96555c3b0a9481a2d8b64d20603fb94661eda206f970b956078f,
Average Source Probability,,0.125
Average Destination Probability,,0.5
