Type,Node,Probability
Source,03579f2b4b1134f9b43904222163104dabe4a2292ea8a9a3556aebf601c146a288,0.0625
Source,03bb2e555f67b67774e5ede61caae7f8eee490ccf13f6323de55efceb6b4ef14b0,0.0625
Source,021970bc5cbfbeb7daa034b180fc77844f908be671231a689176621b5d3efeb5b0,0.0625
Source,034f580779cb7d8fe4759af29a04a58c3dbe9c49f40bfa6a8c6d35c507e97053c6,0.0625
Source,0370a5392cd7c81ff5128fa656ee6db0c4d11c778fcd6cb98cb6ba3b48394f5705,0.0625
Source,03ce0185be33d2b3a4c992367f2be00065e31b8981d2c9056c293677d107a0e19c,0.0625
Source,03fad36a48bb8d06979df1eeeacd6dce93b873430db15c6b1762b8ce5e7f748ab2,0.0625
Source,026d1de80e59f3fe2b27aa3dc8012f4437165bf99971bd9b7d8afedb066f92d695,0.0625
Source,0221293d43180728bd0f67f0ab980430ecc810215b7a718011779836b7ce78a00e,0.0625
Source,02baa9e4de19e3a072f484e674b728219e1700e422c4374b9fc65ac445cb698c4b,0.0625
Source,02bfbbf6ec32275a93a34cb2c4b95d775f993b1e4e03edc0c03bc12aef18781bf1,0.0625
Source,02faa397991fb58c67dd84b09271a12cfb4d9e24a7603fc2fa75389b0dff0fd821,0.0625
Source,030fabcf1218082019f581693108ec92a5665bb6a891e948bfe9049b19d7c8edbb,0.0625
Source,035800b63b41fbca2fed0a01501ee2019036b05510f63b90ed1579a4f4ca2c561f,0.0625
Source,035c42ea716c7ffa3c380a73f1de7ba82a61f0c8af710b175d6ecbdb6b64edda6a,0.0625
Source,03fd3d50aa244f50221878f7226003ef6bd97577c4c9dbbc6ac246be2bf3c30c1a,0.0625
Destination,03b5006b578f5b113d8031c6a671ae1e135e0de4c010087e26ee7442e10cb563c5,0.5
Destination,0252d82174ea9fdd38c8a4653f6d6352d8ffd4879b3e8490e4736d171193265ef9,0.5

Summary,,
Most Probable Source,03579f2b4b1134f9b43904222163104dabe4a2292ea8a9a3556aebf601c146a288,
Most Probable Destination,03b5006b578f5b113d8031c6a671ae1e135e0de4c010087e26ee7442e10cb563c5,
Average Source Probability,,0.0625
Average Destination Probability,,0.5
